Order Date,Region,Customer Segment,Product Category,Units Sold,Unit Price,Revenue,Profit Margin
2021-02-11 14:00:00,West,Corporate,Furniture,37,70.92,2624.04,0.24
2021-02-11 15:00:00,East,Small Business,Electronics,34,129.81,4413.54,0.21
2021-02-11 16:00:00,South,Consumer,Electronics,48,84.66,4063.68,0.11
2021-02-11 17:00:00,East,Consumer,Office Supplies,29,98.11,2845.19,0.24
2021-02-11 18:00:00,North,Corporate,Electronics,37,403.41,14926.17,0.09
2021-02-11 19:00:00,North,Consumer,Office Supplies,23,293.96,6761.08,0.26
2021-02-11 20:00:00,North,Corporate,Furniture,38,478.49,18182.62,0.25
2021-02-11 21:00:00,North,Small Business,Furniture,29,123.41,3578.89,0.29
2021-02-11 22:00:00,West,Consumer,Electronics,44,247.96,10910.24,0.09
2021-02-11 23:00:00,North,Corporate,Office Supplies,5,488.94,2444.7,0.28
2021-02-12 0:00:00,West,Consumer,Office Supplies,40,414.96,16598.4,0.14
2021-02-12 1:00:00,West,Consumer,Electronics,11,367.02,4037.22,0.15
2021-02-12 2:00:00,North,Corporate,Office Supplies,14,102.6,1436.4,0.17
2021-02-12 3:00:00,North,Consumer,Office Supplies,49,387.01,18963.49,0.21
2021-02-12 4:00:00,South,Consumer,Furniture,42,180.31,7573.02,0.3
2021-02-12 5:00:00,East,Consumer,Office Supplies,2,269.96,539.92,0.2
2021-02-12 6:00:00,North,Consumer,Office Supplies,35,308.49,10797.15,0.28
2021-02-12 7:00:00,South,Small Business,Office Supplies,45,308.59,13886.55,0.11
2021-02-12 8:00:00,South,Consumer,Electronics,49,366,17934,0.15
2021-02-12 9:00:00,East,Consumer,Electronics,35,334.23,11698.05,0.18
2021-02-12 10:00:00,West,Corporate,Electronics,42,43.5,1827,0.13
2021-02-12 11:00:00,North,Small Business,Office Supplies,28,234.1,6554.8,0.29
2021-02-12 12:00:00,East,Corporate,Office Supplies,8,335.37,2682.96,0.23
2021-02-12 13:00:00,North,Corporate,Electronics,32,155.04,4961.28,0.17
2021-02-12 14:00:00,South,Corporate,Electronics,4,163.4,653.6,0.24
2021-02-12 15:00:00,South,Small Business,Office Supplies,45,71.04,3196.8,0.17
2021-02-12 16:00:00,West,Corporate,Office Supplies,7,215.12,1505.84,0.05
2021-02-12 17:00:00,South,Corporate,Furniture,39,493.55,19248.45,0.19
2021-02-12 18:00:00,South,Corporate,Electronics,48,149.81,7190.88,0.21
2021-02-12 19:00:00,East,Consumer,Office Supplies,27,270.4,7300.8,0.3
2021-02-12 20:00:00,North,Corporate,Electronics,37,374.19,13845.03,0.06
2021-02-12 21:00:00,North,Small Business,Electronics,17,16.61,282.37,0.18
2021-02-12 22:00:00,East,Small Business,Electronics,10,451.22,4512.2,0.07
2021-02-12 23:00:00,West,Consumer,Furniture,4,199.41,797.64,0.09
2021-02-13 0:00:00,North,Small Business,Office Supplies,23,435.87,10025.01,0.2
2021-02-13 1:00:00,South,Small Business,Office Supplies,14,29.08,407.12,0.11
2021-02-13 2:00:00,North,Consumer,Electronics,5,81.38,406.9,0.24
2021-02-13 3:00:00,South,Corporate,Office Supplies,2,168.04,336.08,0.18
2021-02-13 4:00:00,West,Consumer,Furniture,46,179.28,8246.88,0.1
2021-02-13 5:00:00,East,Corporate,Electronics,24,425.42,10210.08,0.17
2021-02-13 6:00:00,North,Corporate,Furniture,18,15.49,278.82,0.05
2021-02-13 7:00:00,East,Small Business,Furniture,27,324.14,8751.78,0.27
2021-02-13 8:00:00,North,Consumer,Office Supplies,24,74.34,1784.16,0.05
2021-02-13 9:00:00,South,Small Business,Office Supplies,29,413.38,11988.02,0.05
2021-02-13 10:00:00,East,Small Business,Furniture,11,391.5,4306.5,0.2
2021-02-13 11:00:00,North,Corporate,Office Supplies,48,254.96,12238.08,0.29
2021-02-13 12:00:00,South,Small Business,Furniture,18,114.22,2055.96,0.26
2021-02-13 13:00:00,East,Consumer,Furniture,48,320.9,15403.2,0.11
2021-02-13 14:00:00,East,Small Business,Electronics,4,86.57,346.28,0.1
2021-02-13 15:00:00,North,Small Business,Furniture,33,103.11,3402.63,0.21
2021-02-13 16:00:00,North,Corporate,Furniture,14,317.08,4439.12,0.26
2021-02-13 17:00:00,North,Consumer,Office Supplies,44,495.7,21810.8,0.14
2021-02-13 18:00:00,South,Small Business,Electronics,42,446.62,18758.04,0.16
2021-02-13 19:00:00,North,Corporate,Office Supplies,32,300.62,9619.84,0.08
2021-02-13 20:00:00,East,Small Business,Electronics,4,273.88,1095.52,0.09
2021-02-13 21:00:00,East,Consumer,Office Supplies,20,499.21,9984.2,0.19
2021-02-13 22:00:00,North,Small Business,Furniture,21,278.22,5842.62,0.08
2021-02-13 23:00:00,North,Small Business,Electronics,3,215.86,647.58,0.1
2021-02-14 0:00:00,West,Corporate,Electronics,25,455.68,11392,0.11
2021-02-14 1:00:00,East,Small Business,Electronics,4,124.75,499,0.16
2021-02-14 2:00:00,South,Corporate,Electronics,47,57.79,2716.13,0.06
2021-02-14 3:00:00,West,Consumer,Office Supplies,11,320.7,3527.7,0.17
2021-02-14 4:00:00,North,Small Business,Office Supplies,16,56.97,911.52,0.28
2021-02-14 5:00:00,North,Consumer,Electronics,36,192.84,6942.24,0.06
2021-02-14 6:00:00,East,Consumer,Electronics,6,217.55,1305.3,0.21
2021-02-14 7:00:00,North,Small Business,Electronics,31,278.29,8626.99,0.26
2021-02-14 8:00:00,South,Corporate,Office Supplies,40,495.91,19836.4,0.13
2021-02-14 9:00:00,East,Consumer,Electronics,13,118.28,1537.64,0.08
2021-02-14 10:00:00,North,Consumer,Electronics,23,194.12,4464.76,0.06
2021-02-14 11:00:00,East,Small Business,Electronics,4,74.8,299.2,0.21
2021-02-14 12:00:00,North,Small Business,Office Supplies,37,307.73,11386.01,0.19
2021-02-14 13:00:00,North,Small Business,Furniture,42,366.56,15395.52,0.11
2021-02-14 14:00:00,North,Small Business,Furniture,37,246.22,9110.14,0.26
2021-02-14 15:00:00,South,Small Business,Office Supplies,44,130.46,5740.24,0.23
2021-02-14 16:00:00,South,Small Business,Furniture,33,314.24,10369.92,0.12
2021-02-14 17:00:00,East,Corporate,Electronics,42,274.19,11515.98,0.24
2021-02-14 18:00:00,North,Consumer,Electronics,29,93.88,2722.52,0.11
2021-02-14 19:00:00,North,Corporate,Office Supplies,37,208.78,7724.86,0.22
2021-02-14 20:00:00,South,Corporate,Office Supplies,19,223.25,4241.75,0.08
2021-02-14 21:00:00,North,Small Business,Furniture,20,491.48,9829.6,0.22
2021-02-14 22:00:00,South,Consumer,Furniture,32,426.15,13636.8,0.11
2021-02-14 23:00:00,North,Corporate,Electronics,44,369.84,16272.96,0.19
2021-02-15 0:00:00,East,Small Business,Office Supplies,16,445.5,7128,0.09
2021-02-15 1:00:00,North,Small Business,Furniture,5,370.39,1851.95,0.23
2021-02-15 2:00:00,North,Consumer,Furniture,49,452.67,22180.83,0.07
2021-02-15 3:00:00,West,Corporate,Electronics,46,36.73,1689.58,0.09
2021-02-15 4:00:00,South,Corporate,Electronics,12,233.47,2801.64,0.1
2021-02-15 5:00:00,North,Corporate,Electronics,45,375.98,16919.1,0.06
2021-02-15 6:00:00,North,Small Business,Electronics,21,295.81,6212.01,0.24
2021-02-15 7:00:00,West,Consumer,Furniture,14,95.83,1341.62,0.3
2021-02-15 8:00:00,West,Consumer,Office Supplies,37,176.84,6543.08,0.24
2021-02-15 9:00:00,South,Corporate,Office Supplies,22,165.71,3645.62,0.27
2021-02-15 10:00:00,West,Small Business,Electronics,30,138.06,4141.8,0.05
2021-02-15 11:00:00,East,Corporate,Electronics,23,178.14,4097.22,0.08
2021-02-15 12:00:00,West,Consumer,Furniture,5,262.28,1311.4,0.19
2021-02-15 13:00:00,East,Small Business,Electronics,29,428.89,12437.81,0.29
2021-02-15 14:00:00,South,Corporate,Office Supplies,30,373.6,11208,0.22
2021-02-15 15:00:00,South,Corporate,Electronics,18,419.27,7546.86,0.14
2021-02-15 16:00:00,South,Small Business,Office Supplies,46,442.97,20376.62,0.09
2021-02-15 17:00:00,South,Consumer,Electronics,1,213.91,213.91,0.09
2021-02-15 18:00:00,South,Small Business,Electronics,39,179.55,7002.45,0.14
2021-02-15 19:00:00,East,Corporate,Office Supplies,17,38.24,650.08,0.23
2021-02-15 20:00:00,East,Corporate,Furniture,3,465.94,1397.82,0.06
2021-02-15 21:00:00,South,Corporate,Furniture,42,42.25,1774.5,0.26
2021-02-15 22:00:00,West,Corporate,Electronics,7,373.16,2612.12,0.29
2021-02-15 23:00:00,North,Consumer,Electronics,27,195.27,5272.29,0.27
2021-02-16 0:00:00,South,Consumer,Office Supplies,28,474.9,13297.2,0.28
2021-02-16 1:00:00,West,Corporate,Office Supplies,44,215.6,9486.4,0.05
2021-02-16 2:00:00,North,Consumer,Electronics,31,410.14,12714.34,0.29
2021-02-16 3:00:00,South,Consumer,Office Supplies,15,148.5,2227.5,0.14
2021-02-16 4:00:00,South,Consumer,Furniture,48,156.55,7514.4,0.27
2021-02-16 5:00:00,East,Corporate,Furniture,8,301.8,2414.4,0.1
2021-02-16 6:00:00,North,Small Business,Office Supplies,6,499.01,2994.06,0.16
2021-02-16 7:00:00,North,Small Business,Office Supplies,28,263.61,7381.08,0.06
2021-02-16 8:00:00,West,Small Business,Office Supplies,4,468.79,1875.16,0.06
2021-02-16 9:00:00,East,Corporate,Furniture,30,395.26,11857.8,0.29
2021-02-16 10:00:00,East,Consumer,Electronics,43,399.97,17198.71,0.25
2021-02-16 11:00:00,East,Consumer,Office Supplies,17,223.62,3801.54,0.18
2021-02-16 12:00:00,East,Corporate,Office Supplies,34,199.41,6779.94,0.18
2021-02-16 13:00:00,North,Corporate,Office Supplies,6,104.04,624.24,0.24
2021-02-16 14:00:00,North,Small Business,Electronics,36,482.33,17363.88,0.14
2021-02-16 15:00:00,South,Small Business,Office Supplies,35,480.1,16803.5,0.24
2021-02-16 16:00:00,South,Corporate,Office Supplies,39,376.06,14666.34,0.17
2021-02-16 17:00:00,East,Small Business,Furniture,39,155.16,6051.24,0.21
2021-02-16 18:00:00,East,Consumer,Office Supplies,16,130.14,2082.24,0.29
2021-02-16 19:00:00,East,Corporate,Furniture,2,494.42,988.84,0.17
2021-02-16 20:00:00,South,Corporate,Electronics,8,42.61,340.88,0.15
2021-02-16 21:00:00,West,Consumer,Office Supplies,15,423.35,6350.25,0.28
2021-02-16 22:00:00,West,Consumer,Office Supplies,27,184.17,4972.59,0.28
2021-02-16 23:00:00,South,Consumer,Furniture,16,215.25,3444,0.3
2021-02-17 0:00:00,South,Small Business,Electronics,1,417.67,417.67,0.19
2021-02-17 1:00:00,South,Corporate,Electronics,10,54.4,544,0.14
2021-02-17 2:00:00,South,Small Business,Furniture,7,183.54,1284.78,0.11
2021-02-17 3:00:00,South,Consumer,Electronics,48,476.49,22871.52,0.06
2021-02-17 4:00:00,South,Small Business,Electronics,10,352.54,3525.4,0.23
2021-02-17 5:00:00,East,Consumer,Electronics,12,379.92,4559.04,0.11
2021-02-17 6:00:00,East,Small Business,Electronics,17,381.18,6480.06,0.2
2021-02-17 7:00:00,East,Small Business,Electronics,45,39.68,1785.6,0.28
2021-02-17 8:00:00,East,Consumer,Electronics,12,109.57,1314.84,0.29
2021-02-17 9:00:00,South,Small Business,Electronics,15,250.72,3760.8,0.05
2021-02-17 10:00:00,West,Corporate,Electronics,46,190.39,8757.94,0.13
2021-02-17 11:00:00,North,Small Business,Office Supplies,32,211.35,6763.2,0.26
2021-02-17 12:00:00,South,Small Business,Furniture,32,392.91,12573.12,0.18
2021-02-17 13:00:00,North,Corporate,Electronics,26,17.19,446.94,0.25
2021-02-17 14:00:00,West,Consumer,Furniture,14,333.64,4670.96,0.26
2021-02-17 15:00:00,East,Corporate,Electronics,26,10.05,261.3,0.16
2021-02-17 16:00:00,West,Small Business,Electronics,5,40.9,204.5,0.14
2021-02-17 17:00:00,South,Consumer,Office Supplies,38,210.06,7982.28,0.16
2021-02-17 18:00:00,East,Small Business,Furniture,46,422.06,19414.76,0.21
2021-02-17 19:00:00,South,Small Business,Furniture,4,81.05,324.2,0.14
2021-02-17 20:00:00,East,Corporate,Office Supplies,28,281.76,7889.28,0.24
2021-02-17 21:00:00,North,Corporate,Office Supplies,1,342.47,342.47,0.28
2021-02-17 22:00:00,North,Consumer,Furniture,13,122.47,1592.11,0.12
2021-02-17 23:00:00,North,Consumer,Electronics,43,261.04,11224.72,0.29
2021-02-18 0:00:00,West,Consumer,Electronics,3,456.59,1369.77,0.21
2021-02-18 1:00:00,South,Small Business,Furniture,49,260.99,12788.51,0.27
2021-02-18 2:00:00,West,Corporate,Electronics,25,87.09,2177.25,0.08
2021-02-18 3:00:00,North,Corporate,Office Supplies,42,317.63,13340.46,0.11
2021-02-18 4:00:00,South,Corporate,Office Supplies,16,300.18,4802.88,0.13
2021-02-18 5:00:00,North,Consumer,Office Supplies,21,23.21,487.41,0.13
2021-02-18 6:00:00,West,Corporate,Furniture,13,54.39,707.07,0.09
2021-02-18 7:00:00,West,Corporate,Furniture,44,86.82,3820.08,0.27
2021-02-18 8:00:00,West,Corporate,Furniture,36,76.78,2764.08,0.15
2021-02-18 9:00:00,North,Consumer,Electronics,8,137.14,1097.12,0.29
2021-02-18 10:00:00,South,Corporate,Furniture,44,232.51,10230.44,0.2
2021-02-18 11:00:00,South,Consumer,Furniture,19,192.14,3650.66,0.08
2021-02-18 12:00:00,North,Corporate,Office Supplies,47,446.42,20981.74,0.19
2021-02-18 13:00:00,South,Corporate,Electronics,16,309.93,4958.88,0.3
2021-02-18 14:00:00,North,Corporate,Electronics,12,439.31,5271.72,0.19
2021-02-18 15:00:00,South,Consumer,Office Supplies,20,268.25,5365,0.05
2021-02-18 16:00:00,East,Consumer,Electronics,18,54.04,972.72,0.28
2021-02-18 17:00:00,East,Corporate,Furniture,12,237.01,2844.12,0.11
2021-02-18 18:00:00,West,Small Business,Electronics,48,412.8,19814.4,0.22
2021-02-18 19:00:00,East,Consumer,Office Supplies,25,105.11,2627.75,0.18
2021-02-18 20:00:00,East,Consumer,Electronics,11,54.69,601.59,0.13
2021-02-18 21:00:00,East,Corporate,Office Supplies,22,171.42,3771.24,0.12
2021-02-18 22:00:00,North,Small Business,Furniture,46,200.56,9225.76,0.28
2021-02-18 23:00:00,East,Corporate,Furniture,34,160.07,5442.38,0.28
2021-02-19 0:00:00,East,Consumer,Office Supplies,13,76.27,991.51,0.18
2021-02-19 1:00:00,West,Consumer,Furniture,46,132.91,6113.86,0.11
2021-02-19 2:00:00,East,Corporate,Furniture,38,344.32,13084.16,0.08
2021-02-19 3:00:00,East,Corporate,Electronics,12,199.1,2389.2,0.09
2021-02-19 4:00:00,South,Small Business,Furniture,39,319.95,12478.05,0.18
2021-02-19 5:00:00,West,Small Business,Office Supplies,36,272.79,9820.44,0.13
2021-02-19 6:00:00,West,Consumer,Furniture,28,279.04,7813.12,0.06
2021-02-19 7:00:00,West,Small Business,Electronics,27,131.79,3558.33,0.16
2021-02-19 8:00:00,West,Small Business,Office Supplies,39,265.56,10356.84,0.24
2021-02-19 9:00:00,West,Consumer,Furniture,13,21.56,280.28,0.27
2021-02-19 10:00:00,West,Consumer,Furniture,43,221.55,9526.65,0.2
2021-02-19 11:00:00,North,Consumer,Furniture,40,290.59,11623.6,0.23
2021-02-19 12:00:00,East,Consumer,Office Supplies,27,99.18,2677.86,0.14
2021-02-19 13:00:00,West,Corporate,Electronics,31,135.71,4207.01,0.17
2021-02-19 14:00:00,East,Consumer,Office Supplies,2,117.57,235.14,0.23
2021-02-19 15:00:00,East,Consumer,Office Supplies,18,44.57,802.26,0.23
2021-02-19 16:00:00,North,Consumer,Electronics,26,180.45,4691.7,0.16
2021-02-19 17:00:00,West,Small Business,Office Supplies,42,489.69,20566.98,0.19
2021-02-19 18:00:00,South,Consumer,Office Supplies,31,183.4,5685.4,0.28
2021-02-19 19:00:00,North,Corporate,Furniture,38,235.66,8955.08,0.21
2021-02-19 20:00:00,South,Corporate,Office Supplies,22,330.01,7260.22,0.21
2021-02-19 21:00:00,East,Consumer,Furniture,36,327.76,11799.36,0.25
2021-02-19 22:00:00,East,Corporate,Office Supplies,19,475.45,9033.55,0.08
2021-02-19 23:00:00,North,Small Business,Furniture,14,430.21,6022.94,0.18
2021-02-20 0:00:00,North,Consumer,Furniture,14,399.04,5586.56,0.29
2021-02-20 1:00:00,South,Corporate,Furniture,29,476.3,13812.7,0.14
2021-02-20 2:00:00,West,Corporate,Electronics,17,123.08,2092.36,0.12
2021-02-20 3:00:00,South,Consumer,Office Supplies,37,312.36,11557.32,0.2
2021-02-20 4:00:00,North,Corporate,Office Supplies,9,444.73,4002.57,0.11
2021-02-20 5:00:00,South,Consumer,Office Supplies,1,315.83,315.83,0.19
2021-02-20 6:00:00,North,Corporate,Electronics,4,488.94,1955.76,0.09
2021-02-20 7:00:00,South,Small Business,Furniture,7,59.17,414.19,0.19
2021-02-20 8:00:00,North,Corporate,Office Supplies,11,225.27,2477.97,0.2
2021-02-20 9:00:00,North,Corporate,Electronics,14,488.91,6844.74,0.15
2021-02-20 10:00:00,North,Consumer,Electronics,42,195.99,8231.58,0.15
2021-02-20 11:00:00,West,Corporate,Office Supplies,19,372.38,7075.22,0.11
2021-02-20 12:00:00,South,Consumer,Furniture,40,24.9,996,0.13
2021-02-20 13:00:00,South,Small Business,Electronics,3,350.47,1051.41,0.17
2021-02-20 14:00:00,South,Consumer,Office Supplies,8,467.97,3743.76,0.11
2021-02-20 15:00:00,North,Consumer,Furniture,29,197.53,5728.37,0.25
2021-02-20 16:00:00,South,Corporate,Electronics,37,20.44,756.28,0.23
2021-02-20 17:00:00,South,Small Business,Electronics,43,23.68,1018.24,0.12
2021-02-20 18:00:00,North,Consumer,Office Supplies,9,447.09,4023.81,0.07
2021-02-20 19:00:00,East,Corporate,Office Supplies,19,364.03,6916.57,0.05
2021-02-20 20:00:00,North,Corporate,Furniture,12,62.28,747.36,0.2
2021-02-20 21:00:00,South,Consumer,Office Supplies,27,36.75,992.25,0.1
2021-02-20 22:00:00,North,Corporate,Office Supplies,37,404.36,14961.32,0.05
2021-02-20 23:00:00,East,Consumer,Furniture,48,406.83,19527.84,0.14
2021-02-21 0:00:00,North,Consumer,Office Supplies,25,69.06,1726.5,0.29
2021-02-21 1:00:00,South,Consumer,Furniture,45,157.74,7098.3,0.22
2021-02-21 2:00:00,East,Small Business,Furniture,38,392.21,14903.98,0.26
2021-02-21 3:00:00,West,Consumer,Furniture,48,267.45,12837.6,0.09
2021-02-21 4:00:00,South,Corporate,Office Supplies,17,478.73,8138.41,0.07
2021-02-21 5:00:00,East,Small Business,Furniture,44,245.72,10811.68,0.05
2021-02-21 6:00:00,East,Corporate,Office Supplies,33,341.71,11276.43,0.29
2021-02-21 7:00:00,West,Small Business,Furniture,39,259.79,10131.81,0.13
2021-02-21 8:00:00,North,Small Business,Office Supplies,14,472.05,6608.7,0.16
2021-02-21 9:00:00,North,Small Business,Furniture,28,205.34,5749.52,0.15
2021-02-21 10:00:00,South,Small Business,Electronics,18,122.6,2206.8,0.23
2021-02-21 11:00:00,West,Corporate,Electronics,33,170.05,5611.65,0.13
2021-02-21 12:00:00,North,Consumer,Electronics,42,427.86,17970.12,0.18
2021-02-21 13:00:00,West,Corporate,Furniture,15,253.99,3809.85,0.3
2021-02-21 14:00:00,North,Consumer,Office Supplies,11,183.58,2019.38,0.16
2021-02-21 15:00:00,East,Corporate,Furniture,36,276.69,9960.84,0.19
2021-02-21 16:00:00,North,Small Business,Furniture,15,75.28,1129.2,0.18
2021-02-21 17:00:00,West,Small Business,Furniture,48,12.63,606.24,0.25
2021-02-21 18:00:00,East,Consumer,Furniture,30,147.49,4424.7,0.12
2021-02-21 19:00:00,East,Consumer,Office Supplies,15,306.45,4596.75,0.09
2021-02-21 20:00:00,East,Corporate,Furniture,49,358.72,17577.28,0.24
2021-02-21 21:00:00,West,Consumer,Electronics,23,415.04,9545.92,0.15
2021-02-21 22:00:00,South,Corporate,Electronics,43,464.07,19955.01,0.28
2021-02-21 23:00:00,South,Consumer,Electronics,48,211.94,10173.12,0.21
2021-02-22 0:00:00,South,Consumer,Furniture,15,372.85,5592.75,0.19
2021-02-22 1:00:00,West,Consumer,Office Supplies,29,46.59,1351.11,0.07
2021-02-22 2:00:00,East,Small Business,Office Supplies,11,38.19,420.09,0.23
2021-02-22 3:00:00,South,Small Business,Office Supplies,45,71.15,3201.75,0.22
2021-02-22 4:00:00,West,Corporate,Furniture,18,229.8,4136.4,0.21
2021-02-22 5:00:00,South,Consumer,Office Supplies,40,113.53,4541.2,0.12
2021-02-22 6:00:00,North,Corporate,Electronics,31,150.59,4668.29,0.29
2021-02-22 7:00:00,South,Consumer,Office Supplies,9,327.46,2947.14,0.13
2021-02-22 8:00:00,South,Small Business,Furniture,22,185.68,4084.96,0.09
2021-02-22 9:00:00,East,Small Business,Furniture,11,283.11,3114.21,0.3
2021-02-22 10:00:00,West,Consumer,Office Supplies,17,212.08,3605.36,0.24
2021-02-22 11:00:00,East,Consumer,Furniture,33,92.79,3062.07,0.15
2021-02-22 12:00:00,East,Small Business,Office Supplies,11,46.27,508.97,0.28
2021-02-22 13:00:00,East,Small Business,Office Supplies,39,125.75,4904.25,0.07
2021-02-22 14:00:00,East,Corporate,Electronics,8,38.27,306.16,0.07
2021-02-22 15:00:00,East,Small Business,Furniture,4,313.12,1252.48,0.22
2021-02-22 16:00:00,South,Consumer,Electronics,36,399.9,14396.4,0.09
2021-02-22 17:00:00,East,Corporate,Furniture,19,176.47,3352.93,0.28
2021-02-22 18:00:00,East,Consumer,Office Supplies,24,199.68,4792.32,0.26
2021-02-22 19:00:00,West,Corporate,Furniture,41,409.93,16807.13,0.13
2021-02-22 20:00:00,North,Consumer,Office Supplies,49,119.08,5834.92,0.27
2021-02-22 21:00:00,South,Small Business,Furniture,18,68.39,1231.02,0.06
2021-02-22 22:00:00,South,Consumer,Electronics,33,255.55,8433.15,0.19
2021-02-22 23:00:00,South,Corporate,Electronics,46,326.63,15024.98,0.28
2021-02-23 0:00:00,East,Consumer,Office Supplies,36,303.83,10937.88,0.26
2021-02-23 1:00:00,East,Corporate,Electronics,10,359.8,3598,0.14
2021-02-23 2:00:00,East,Consumer,Office Supplies,14,37.81,529.34,0.1
2021-02-23 3:00:00,West,Small Business,Office Supplies,7,219.82,1538.74,0.1
2021-02-23 4:00:00,North,Small Business,Office Supplies,12,126.9,1522.8,0.18
2021-02-23 5:00:00,East,Consumer,Furniture,22,381.97,8403.34,0.2
2021-02-23 6:00:00,North,Consumer,Office Supplies,27,437.64,11816.28,0.06
2021-02-23 7:00:00,West,Consumer,Electronics,48,147.85,7096.8,0.15
2021-02-23 8:00:00,South,Corporate,Furniture,37,56.66,2096.42,0.26
2021-02-23 9:00:00,East,Consumer,Electronics,11,134.18,1475.98,0.16
2021-02-23 10:00:00,North,Consumer,Office Supplies,36,60.96,2194.56,0.09
2021-02-23 11:00:00,North,Corporate,Office Supplies,13,167.99,2183.87,0.29
2021-02-23 12:00:00,East,Small Business,Electronics,32,273.72,8759.04,0.12
2021-02-23 13:00:00,South,Consumer,Furniture,8,487.1,3896.8,0.25
2021-02-23 14:00:00,South,Consumer,Electronics,7,205.69,1439.83,0.1
2021-02-23 15:00:00,South,Small Business,Office Supplies,43,117.82,5066.26,0.16
2021-02-23 16:00:00,West,Small Business,Furniture,43,91.73,3944.39,0.17
2021-02-23 17:00:00,North,Corporate,Office Supplies,17,94.79,1611.43,0.18
2021-02-23 18:00:00,North,Consumer,Office Supplies,22,104.37,2296.14,0.18
2021-02-23 19:00:00,North,Consumer,Electronics,46,383.51,17641.46,0.11
2021-02-23 20:00:00,West,Corporate,Office Supplies,34,39.9,1356.6,0.18
2021-02-23 21:00:00,North,Small Business,Electronics,20,498.73,9974.6,0.17
2021-02-23 22:00:00,West,Corporate,Furniture,8,266.12,2128.96,0.1
2021-02-23 23:00:00,South,Small Business,Office Supplies,22,276.69,6087.18,0.3
2021-02-24 0:00:00,East,Corporate,Office Supplies,27,185.21,5000.67,0.27
2021-02-24 1:00:00,North,Small Business,Furniture,34,348.23,11839.82,0.27
2021-02-24 2:00:00,North,Corporate,Electronics,21,241.01,5061.21,0.22
2021-02-24 3:00:00,South,Small Business,Office Supplies,15,171.24,2568.6,0.09
2021-02-24 4:00:00,East,Small Business,Furniture,5,139.92,699.6,0.19
2021-02-24 5:00:00,West,Small Business,Office Supplies,38,463.57,17615.66,0.26
2021-02-24 6:00:00,East,Small Business,Electronics,17,152.58,2593.86,0.06
2021-02-24 7:00:00,South,Small Business,Electronics,8,223.83,1790.64,0.17
2021-02-24 8:00:00,South,Consumer,Electronics,19,181.67,3451.73,0.15
2021-02-24 9:00:00,East,Small Business,Electronics,5,52.23,261.15,0.1
2021-02-24 10:00:00,West,Consumer,Furniture,23,101.11,2325.53,0.14
2021-02-24 11:00:00,West,Small Business,Office Supplies,19,102.86,1954.34,0.3
2021-02-24 12:00:00,North,Consumer,Furniture,14,349.89,4898.46,0.23
2021-02-24 13:00:00,West,Consumer,Electronics,10,209.23,2092.3,0.12
2021-02-24 14:00:00,East,Corporate,Electronics,31,393.16,12187.96,0.2
2021-02-24 15:00:00,South,Small Business,Electronics,13,357.39,4646.07,0.11
2021-02-24 16:00:00,North,Corporate,Electronics,22,104.1,2290.2,0.2
2021-02-24 17:00:00,North,Corporate,Office Supplies,37,285.83,10575.71,0.27
2021-02-24 18:00:00,South,Small Business,Electronics,39,374.03,14587.17,0.19
2021-02-24 19:00:00,West,Corporate,Office Supplies,10,320.19,3201.9,0.23
2021-02-24 20:00:00,South,Small Business,Electronics,31,304.01,9424.31,0.16
2021-02-24 21:00:00,West,Corporate,Office Supplies,43,372.41,16013.63,0.18
2021-02-24 22:00:00,South,Small Business,Office Supplies,35,37.82,1323.7,0.22
2021-02-24 23:00:00,East,Small Business,Electronics,13,368.4,4789.2,0.25
2021-02-25 0:00:00,West,Small Business,Furniture,30,143.6,4308,0.21
2021-02-25 1:00:00,East,Consumer,Furniture,34,290.22,9867.48,0.29
2021-02-25 2:00:00,North,Corporate,Furniture,36,128.73,4634.28,0.25
2021-02-25 3:00:00,South,Consumer,Furniture,35,421.02,14735.7,0.24
2021-02-25 4:00:00,North,Corporate,Furniture,47,245.47,11537.09,0.26
2021-02-25 5:00:00,North,Corporate,Electronics,4,325.04,1300.16,0.12
2021-02-25 6:00:00,North,Corporate,Electronics,4,399.1,1596.4,0.16
2021-02-25 7:00:00,North,Consumer,Electronics,47,448.7,21088.9,0.19
2021-02-25 8:00:00,South,Corporate,Electronics,6,368.71,2212.26,0.17
2021-02-25 9:00:00,North,Consumer,Electronics,28,82.9,2321.2,0.26
2021-02-25 10:00:00,South,Small Business,Electronics,30,428.72,12861.6,0.06
2021-02-25 11:00:00,South,Corporate,Office Supplies,27,313.1,8453.7,0.1
2021-02-25 12:00:00,East,Corporate,Office Supplies,5,308.63,1543.15,0.27
2021-02-25 13:00:00,West,Small Business,Electronics,44,461.46,20304.24,0.06
2021-02-25 14:00:00,West,Small Business,Electronics,39,131.93,5145.27,0.11
2021-02-25 15:00:00,South,Corporate,Office Supplies,35,127.4,4459,0.14
2021-02-25 16:00:00,East,Small Business,Office Supplies,39,261.46,10196.94,0.24
2021-02-25 17:00:00,South,Consumer,Electronics,44,377.92,16628.48,0.19
2021-02-25 18:00:00,South,Consumer,Office Supplies,15,229.15,3437.25,0.29
2021-02-25 19:00:00,South,Corporate,Furniture,19,320.61,6091.59,0.11
2021-02-25 20:00:00,East,Consumer,Furniture,30,231.74,6952.2,0.27
2021-02-25 21:00:00,West,Consumer,Furniture,38,309.09,11745.42,0.12
